기준연도,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),유학생_학위과정,유학생_비학위과정
2025.0,경북,기존,동국대학교(WISE)_분교,7104.0,32.0,1839.0,0,0
2025.0,경북,기존,동국대학교(WISE)_분교,7104.0,25.0,1839.0,0,0
2025.0,경북,기존,동국대학교(WISE)_분교,7104.0,125.0,1839.0,315,0
2025.0,경북,기존,동국대학교(WISE)_분교,7104.0,185.0,1839.0,0,0
2025.0,경북,기존,동국대학교(WISE)_분교,7104.0,280.0,1839.0,0,0
2025.0,서울,기존,동국대학교,16213.0,28.0,2221.0,0,0
2025.0,서울,기존,동국대학교,16213.0,3.0,2221.0,0,0
2025.0,서울,기존,동국대학교,16213.0,16.0,2221.0,0,0
2025.0,서울,기존,동국대학교,16213.0,378.0,2221.0,85,70
2025.0,서울,기존,동국대학교,16213.0,52.0,2221.0,67,70
2025.0,서울,기존,동국대학교,16213.0,8.0,2221.0,0,6
2025.0,서울,기존,동국대학교,16213.0,54.0,2221.0,1,0
2025.0,서울,기존,동국대학교,16213.0,23.0,2221.0,0,0
2025.0,서울,기존,동국대학교,16213.0,99.0,2221.0,0,0
2025.0,서울,기존,동국대학교,16213.0,210.0,2221.0,11,0
2025.0,서울,기존,동덕여자대학교,6278.0,20.0,798.0,0,0
2025.0,서울,기존,동덕여자대학교,6278.0,107.0,798.0,17,0
2025.0,서울,기존,동덕여자대학교,6278.0,76.0,798.0,1,0
2025.0,부산,기존,동명대학교,7227.0,244.0,906.0,142,16
2025.0,부산,기존,동명대학교,7227.0,39.0,906.0,88,1
2025.0,부산,기존,동명대학교,7227.0,70.0,906.0,0,0
2025.0,부산,기존,동서대학교,8757.0,504.0,1927.0,42,392
2025.0,부산,기존,동서대학교,8757.0,255.0,1927.0,16,0
2025.0,부산,기존,동서대학교,8757.0,188.0,1927.0,218,125
2025.0,부산,기존,동서대학교,8757.0,13.0,1927.0,0,0
2025.0,부산,기존,동서대학교,8757.0,73.0,1927.0,53,90
2025.0,부산,기존,동서대학교,8757.0,3.0,1927.0,0,0
2025.0,전남,기존,동신대학교,6428.0,397.0,1260.0,0,0
2025.0,전남,기존,동신대학교,6428.0,74.0,1260.0,0,0
2025.0,전남,기존,동신대학교,6428.0,123.0,1260.0,0,0
2025.0,전남,기존,동신대학교,6428.0,70.0,1260.0,140,0
2025.0,부산,기존,동아대학교,18483.0,85.0,2455.0,0,0
2025.0,부산,기존,동아대학교,18483.0,215.0,2455.0,0,0
2025.0,부산,기존,동아대학교,18483.0,147.0,2455.0,35,0
2025.0,부산,기존,동아대학교,18483.0,313.0,2455.0,114,0
2025.0,부산,기존,동아대학교,18483.0,147.0,2455.0,0,0
2025.0,부산,기존,동아대학교,18483.0,210.0,2455.0,0,0
2025.0,부산,기존,동아대학교,18483.0,113.0,2455.0,5,215
2025.0,경북,기존,동양대학교,4383.0,296.0,1466.0,53,7
2025.0,경북,기존,동양대학교,4383.0,142.0,1466.0,0,0
2025.0,경북,기존,동양대학교,4383.0,103.0,1466.0,0,0
2025.0,경북,기존,동양대학교,4383.0,51.0,1466.0,0,42
2025.0,경북,기존,동양대학교,4383.0,30.0,1466.0,1,142
2025.0,경북,기존,동양대학교,4383.0,11.0,1466.0,1,0
2025.0,부산,기존,동의대학교,14347.0,213.0,3004.0,40,0
2025.0,부산,기존,동의대학교,14347.0,360.0,3004.0,1,0
2025.0,부산,기존,동의대학교,14347.0,127.0,3004.0,63,3
2025.0,부산,기존,동의대학교,14347.0,814.0,3004.0,0,0
2025.0,경기,기존,루터대학교,306.0,50.0,94.0,0,0
2025.0,경기,기존,명지대학교,6466.0,37.0,2029.0,2,0
2025.0,경기,기존,명지대학교,6466.0,99.0,2029.0,5,1
2025.0,경기,기존,명지대학교,6466.0,70.0,2029.0,19,0
2025.0,경기,기존,명지대학교,6466.0,175.0,2029.0,78,10
2025.0,경기,기존,명지대학교,6466.0,99.0,2029.0,12,0
2025.0,경기,기존,명지대학교,6466.0,146.0,2029.0,18,0
2025.0,서울,기존,명지대학교_제2캠퍼스,7313.0,308.0,1012.0,142,33
2025.0,대전,기존,목원대학교,8017.0,137.0,1417.0,55,74
2025.0,대전,기존,목원대학교,8017.0,290.0,1417.0,34,11
2025.0,대전,기존,목원대학교,8017.0,136.0,1417.0,39,49
2025.0,전남,기존,목포가톨릭대학교,463.0,8.0,203.0,0,0
2025.0,전남,기존,목포가톨릭대학교,463.0,96.0,203.0,0,0
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,1,1
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,2,0
2025.0,대전,기존,배재대학교,7780.0,80.0,1801.0,0,0
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,0,2
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,0,2
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,2,0
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,2,0
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,2,0
2025.0,대전,기존,배재대학교,7780.0,11.0,1801.0,5,6
2025.0,대전,기존,배재대학교,7780.0,44.0,1801.0,3,83
2025.0,대전,기존,배재대학교,7780.0,388.0,1801.0,1,33
2025.0,대전,기존,배재대학교,7780.0,4.0,1801.0,0,0
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,0,2
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,1,1
2025.0,대전,기존,배재대학교,7780.0,59.0,1801.0,3,41
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,1,0
2025.0,대전,기존,배재대학교,7780.0,2.0,1801.0,1,1
2025.0,대전,기존,배재대학교,7780.0,17.0,1801.0,5,12
2025.0,대전,기존,배재대학교,7780.0,17.0,1801.0,1,16
2025.0,충남,기존,백석대학교,13062.0,18.0,1857.0,0,0
2025.0,충남,기존,백석대학교,13062.0,828.0,1857.0,3,0
2025.0,충남,기존,백석대학교,13062.0,77.0,1857.0,0,0
2025.0,충남,기존,백석대학교,13062.0,56.0,1857.0,102,0
2025.0,부산,기존,부산가톨릭대학교,3708.0,155.0,518.0,4,1
2025.0,부산,기존,부산가톨릭대학교,3708.0,96.0,518.0,1,10
2025.0,부산,기존,부산교육대학교,1368.0,108.0,587.0,1,0
2025.0,부산,기존,부산교육대학교,1368.0,43.0,587.0,0,0
2025.0,부산,기존,부산교육대학교,1368.0,198.0,587.0,2,0
2025.0,부산,기존,부산대학교,25215.0,730.0,5114.0,299,62
2025.0,부산,기존,부산대학교,25215.0,530.0,5114.0,99,31
2025.0,부산,기존,부산대학교,25215.0,151.0,5114.0,0,0
2025.0,부산,기존,부산대학교,25215.0,144.0,5114.0,0,0
2025.0,부산,기존,부산대학교,25215.0,21.0,5114.0,9,0
2025.0,부산,기존,부산대학교,25215.0,50.0,5114.0,4,0
2025.0,부산,기존,부산대학교,25215.0,174.0,5114.0,0,0
2025.0,부산,기존,부산대학교,25215.0,467.0,5114.0,20,0
2025.0,부산,기존,부산대학교,25215.0,464.0,5114.0,1,0
2025.0,부산,기존,부산외국어대학교,6820.0,143.0,1627.0,100,59
2025.0,부산,기존,부산외국어대학교,6820.0,664.0,1627.0,263,100
2025.0,경남,기존,부산장신대학교,272.0,34.0,208.0,0,0
2025.0,경남,기존,부산장신대학교,272.0,18.0,208.0,0,0
2025.0,서울,기존,삼육대학교,5835.0,131.0,1229.0,41,0
2025.0,서울,기존,삼육대학교,5835.0,126.0,1229.0,19,7
2025.0,서울,기존,삼육대학교,5835.0,126.0,1229.0,24,0
2025.0,서울,기존,삼육대학교,5835.0,125.0,1229.0,10,5
2025.0,서울,기존,상명대학교,6891.0,17.0,610.0,13,0
2025.0,서울,기존,상명대학교,6891.0,3.0,610.0,0,0
2025.0,서울,기존,상명대학교,6891.0,18.0,610.0,2,0
2025.0,서울,기존,상명대학교,6891.0,4.0,610.0,0,0
2025.0,서울,기존,상명대학교,6891.0,3.0,610.0,0,0
2025.0,서울,기존,상명대학교,6891.0,5.0,610.0,0,0
2025.0,서울,기존,상명대학교,6891.0,12.0,610.0,13,0
2025.0,서울,기존,상명대학교,6891.0,24.0,610.0,45,0
2025.0,서울,기존,상명대학교,6891.0,58.0,610.0,0,0
2025.0,서울,기존,상명대학교,6891.0,1.0,610.0,0,0
2025.0,서울,기존,상명대학교,6891.0,57.0,610.0,0,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,311.0,1095.0,0,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,15.0,1095.0,0,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,107.0,1095.0,0,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,18.0,1095.0,0,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,19.0,1095.0,1,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,50.0,1095.0,41,0
2025.0,충남,기존,상명대학교_제2캠퍼스,5638.0,18.0,1095.0,0,0
2025.0,강원,기존,상지대학교,5896.0,209.0,1764.0,0,0
2025.0,강원,기존,상지대학교,5896.0,463.0,1764.0,0,0
2025.0,강원,기존,상지대학교,5896.0,184.0,1764.0,35,4
2025.0,서울,기존,서강대학교,11217.0,14.0,1264.0,0,0
2025.0,서울,기존,서강대학교,11217.0,447.0,1264.0,212,120
2025.0,서울,기존,서강대학교,11217.0,80.0,1264.0,0,0
2025.0,서울,기존,서강대학교,11217.0,7.0,1264.0,0,0
2025.0,서울,기존,서경대학교,6686.0,57.0,814.0,15,12
2025.0,서울,기존,서경대학교,6686.0,154.0,814.0,134,61
2025.0,서울,기존,서경대학교,6686.0,4.0,814.0,0,0
2025.0,서울,기존,서경대학교,6686.0,20.0,814.0,0,0
2025.0,서울,기존,서경대학교,6686.0,22.0,814.0,0,27
2025.0,서울,기존,서울과학기술대학교,11355.0,75.0,2581.0,101,0
2025.0,서울,기존,서울과학기술대학교,11355.0,152.0,2581.0,197,89
2025.0,서울,기존,서울과학기술대학교,11355.0,83.0,2581.0,0,0
2025.0,서울,기존,서울과학기술대학교,11355.0,22.0,2581.0,0,0
2025.0,서울,기존,서울과학기술대학교,11355.0,202.0,2581.0,112,66
2025.0,서울,기존,서울과학기술대학교,11355.0,227.0,2581.0,0,0
2025.0,서울,기존,서울과학기술대학교,11355.0,140.0,2581.0,0,0
2025.0,서울,기존,서울과학기술대학교,11355.0,274.0,2581.0,0,0
